,Unnamed: 0.1,country,icaoCodes,airFieldName,latitude,longitude,ddLatitude,ddLongitude,airportUse,runwayOneDimensions,runwayOneSurface,runwayTwoDimensions,runwayTwoSurface,runwayThreeDimensions,runwayThreeSurface,runwayFourDimensions,runwayFourSurface,capableCOneThirtyCSeventeen,weatherLink
25,25,AU,YAYR,Ayr Airport,S19.35.78',E147.19.48',-19.58333333,147.31666669999996, Public,4796 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YAYR
26,26,AU,YBSS,Bacchus Marsh Airport,S37.44.00',E144.25.33',-37.73333333,144.41666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YBSS
27,27,AU,YBAU,Badu Island Airport,S10.9.00',E142.10.45',-10.15,142.16666669999995, Public,,,,,,,,,No,https://www.getmetar.com/YBAU
28,28,AU,YBNS,Bairnsdale Airport,S37.53.25',E147.34.07',-37.88333333,147.56666669999996, Public,3612 x 98feet,Hard,2789 x 60feet,Unknown,,,,,Yes,https://www.getmetar.com/YBNS
29,29,AU,YBLC,Balcanoona Airport,S30.32.07',E139.20.27',-30.53333333,139.33333330000002,Private,,,,,,,,,No,https://www.getmetar.com/YBLC
30,30,AU,YBGO,Balgo Hill Airport,S20.8.90',E127.58.43',-20.13333333,127.96666670000002, Public,,,,,,,,,No,https://www.getmetar.com/YBGO
31,31,AU,YBLT,Ballarat Airport,S37.30.70',E143.47.47',-37.5,143.7833333, Public,4150 x 98feet,Hard,4085 x 98feet,Unknown,1864 x 98feet,Unknown,,,Yes,https://www.getmetar.com/YBLT
32,32,AU,YLLE,Ballera Airport,S27.24.50',E141.48.50',-27.4,141.8, Public,5906 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YLLE
33,33,AU,YBIU,Ballidu Airport,S30.35.60',E116.46.80',-30.58333333,116.76666670000002, Public,,,,,,,,,No,https://www.getmetar.com/YBIU
34,34,AU,YBNA,Ballina Byron Gateway Airport,S28.50.03',E153.33.75',-28.83333333,153.55, Public,6234 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBNA
35,35,AU,YBRN,Balranald Airport,S34.37.42',E143.34.70',-34.61666667,143.56666669999996, Public,3888 x 60feet,Hard,2133 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBRN
36,36,AU,YBAD,Baradine Airport,S30.57.30',E149.5.50',-30.95,149.08333330000005, Public,,,,,,,,,No,https://www.getmetar.com/YBAD
37,37,AU,YBAB,Baralaba Airport,S24.11.20',E149.50.70',-24.18333333,149.83333330000005, Public,,,,,,,,,No,https://www.getmetar.com/YBAB
38,38,AU,YBAR,Barcaldine Airport,S23.33.92',E145.18.40',-23.55,145.3, Public,5584 x 98feet,Hard,3658 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBAR
39,39,AU,YBRY,Barimunya Airport,S22.40.43',E119.9.97',-22.66666667,119.15, Public,6365 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBRY
40,40,AU,YBWX,Barrow Island Airport,S20.51.87',E115.24.36',-20.85,115.4, Public,6234 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBWX
41,41,AU,YGBF,Barwon Field Airport,S38.8.82',E144.10.35',-38.13333333,144.16666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YGBF
42,42,AU,YBRS,Barwon Heads Geelong Airport,S38.15.48',E144.25.65',-38.25,144.41666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YBRS
43,43,AU,YBYL,Baryulgil Airport,S29.13.00',E152.36.90',-29.21666667,152.6,Private,,,,,,,,,No,https://www.getmetar.com/YBYL
44,44,AU,YBTH,Bathurst Airport,S33.24.57',E149.39.12',-33.4,149.65, Public,5594 x 98feet,Hard,4314 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBTH
45,45,AU,YBTI,Bathurst Island Airport,S11.46.15',E130.37.18',-11.76666667,130.61666670000002, Public,4823 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBTI
46,46,AU,YBMY,Baymili Airport,S14.31.18',E132.53.00',-14.51666667,132.88333329999998, Public,,,,,,,,,No,https://www.getmetar.com/YBMY
47,47,AU,YBFT,Beaufort Airport,S37.29.70',E143.25.80',-37.48333333,143.41666669999995, Public,,,,,,,,,No,https://www.getmetar.com/YBFT
48,48,AU,YBIE,Bedourie Airport,S24.20.77',E139.27.62',-24.33333333,139.45, Public,4921 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBIE
49,49,AU,YBLU,Bellevue Airport,S27.36.77',E120.35.63',-27.6,120.5833333, Public,6561 x 98feet,Soft,,,,,,,No,https://www.getmetar.com/YBLU
50,50,AU,YBLA,Benalla Airport,S36.33.25',E146.0.55',-36.55,146.0, Public,3422 x 60feet,Hard,2356 x 98feet,Unknown,,,,,No,https://www.getmetar.com/YBLA
51,51,AU,YBDG,Bendigo Airport,S36.44.35',E144.19.78',-36.73333333,144.31666669999996, Public,3724 x 60feet,Hard,2516 x 60feet,Unknown,,,,,Yes,https://www.getmetar.com/YBDG
52,52,AU,YBEO,Betoota Airport,S25.41.70',E140.44.20',-25.68333333,140.7333333, Public,,,,,,,,,No,https://www.getmetar.com/YBEO
53,53,AU,YBEE,Beverley Airport,S30.11.20',E139.33.50',-30.18333333,139.55,Private,,,,,,,,,No,https://www.getmetar.com/YBEE
54,54,AU,YBYS,Beverley Springs Airport,S16.44.00',E125.26.00',-16.73333333,125.4333333,Private,,,,,,,,,No,https://www.getmetar.com/YBYS
55,55,AU,YBIB,Biboohra Airport,S16.55.00',E145.25.00',-16.91666667,145.41666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YBIB
56,56,AU,YBID,Binda Airport,S34.18.20',E149.21.60',-34.3,149.35,Private,,,,,,,,,No,https://www.getmetar.com/YBID
57,57,AU,YBIK,Bindook Airport,S34.11.00',E150.6.00',-34.18333333,150.1,Private,,,,,,,,,No,https://www.getmetar.com/YBIK
58,58,AU,YBHL,Bindoon Hill Airport,S31.20.42',E116.11.30',-31.33333333,116.1833333,Private,,,,,,,,,No,https://www.getmetar.com/YBHL
59,59,AU,YBIR,Birchip Airport,S35.59.98',E142.55.05',-35.98333333,142.91666669999995, Public,3422 x 59feet,Hard,,,,,,,No,https://www.getmetar.com/YBIR
60,60,AU,YBDV,Birdsville Airport,S25.53.85',E139.20.85',-25.88333333,139.33333330000002, Public,5682 x 98feet,Hard,3937 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YBDV
61,61,AU,YBCK,Blackall Airport,S24.25.67',E145.25.72',-24.41666667,145.41666669999995, Public,5538 x 98feet,Hard,5259 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBCK
62,62,AU,YBTR,Blackwater Airport,S23.36.18',E148.48.42',-23.6,148.8, Public,5023 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBTR
63,63,AU,YBOC,Boleroo Centre Airport,S32.53.40',E138.22.00',-32.88333333,138.3666667,Private,,,,,,,,,No,https://www.getmetar.com/YBOC
64,64,AU,YBLL,Bollon Airport,S28.3.20',E147.28.70',-28.05,147.4666667, Public,,,,,,,,,No,https://www.getmetar.com/YBLL
65,65,AU,YBOM,Bombala Airport,S36.54.30',E149.11.00',-36.9,149.18333330000004, Public,,,,,,,,,No,https://www.getmetar.com/YBOM
66,66,AU,YBGD,Boolgeeda Airport,S22.32.47',E117.16.17',-22.53333333,117.26666670000002, Public,,,,,,,,,No,https://www.getmetar.com/YBGD
67,67,AU,YBMI,Boomi Airport,S28.43.70',E149.35.70',-28.71666667,149.58333330000005, Public,,,,,,,,,No,https://www.getmetar.com/YBMI
68,68,AU,YBOA,Boonah Airport,S28.1.00',E152.40.60',-28.01666667,152.66666669999995, Public,,,,,,,,,No,https://www.getmetar.com/YBOA
69,69,AU,YBBT,Boort Airport,S36.8.20',E143.43.20',-36.13333333,143.7166667, Public,,,,,,,,,No,https://www.getmetar.com/YBBT
70,70,AU,YBOR,Bordertown Airport,S36.16.30',E140.43.30',-36.26666667,140.7166667, Public,,,,,,,,,No,https://www.getmetar.com/YBOR
71,71,AU,YBRL,Borroloola Airport,S16.4.50',E136.18.10',-16.06666667,136.3, Public,4089 x 59feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBRL
72,72,AU,YBOU,Boulia Airport,S22.54.80',E139.53.98',-22.9,139.8833333, Public,4180 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBOU
73,73,AU,YBKE,Bourke Airport,S30.2.35',E145.57.10',-30.03333333,145.95, Public,6004 x 98feet,Hard,3281 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBKE
74,74,AU,YBWN,Bowen Airport,S20.1.07',E148.12.92',-20.01666667,148.2, Public,4291 x 59feet,Soft,2956 x 59feet,Unknown,,,,,No,https://www.getmetar.com/YBWN
75,75,AU,YBPI,Brampton Island Airport,S20.48.20',E149.16.20',-20.8,149.2666667,Private,,,,,,,,,No,https://www.getmetar.com/YBPI
76,76,AU,YBRW,Brewarrina Airport,S29.58.43',E146.49.00',-29.96666667,146.81666669999996, Public,4547 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBRW
77,77,AU,YBGR,Bridgewater Airport,S36.37.00',E143.57.00',-36.61666667,143.95,Private,,,,,,,,,No,https://www.getmetar.com/YBGR
78,78,AU,YBBN,Brisbane Airport,S27.23.05',E153.7.05',-27.38333333,153.1166667, Public,11680 x 148feet,Hard,5774 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBBN
79,79,AU,YBAF,Brisbane Archerfield Airport,S27.34.22',E153.0.48',-27.56666667,153.0, Public,4826 x 98feet,Hard,4085 x 98feet,Unknown,3609 x 98feet,Unknown,3609 x 98feet,Unknown,Yes,https://www.getmetar.com/YBAF
80,80,AU,YBWW,Brisbane West Wellcamp Airport,S27.33.52',E151.47.65',-27.55,151.7833333, Public,,,,,,,,,No,https://www.getmetar.com/YBWW
81,81,AU,YBHI,Broken Hill Airport,S32.0.08',E141.28.30',-32.0,141.4666667, Public,8251 x 98feet,Hard,3281 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBHI
82,82,AU,YBML,Bromelton Airport,S27.58.00',E152.54.00',-27.96666667,152.9,Private,,,,,,,,,No,https://www.getmetar.com/YBML
83,83,AU,YBWG,Bronzewing Airport,S27.21.93',E121.2.15',-27.35,121.03333329999998, Public,6692 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBWG
84,84,AU,YBBF,Brooklet Blueberry Fields Airport,S28.44.38',E153.29.23',-28.73333333,153.4833333,Private,,,,,,,,,No,https://www.getmetar.com/YBBF
85,85,AU,YBRM,Broome International Airport,S17.56.97',E122.13.67',-17.93333333,122.21666670000002, Public,7769 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBRM
86,86,AU,YBNR,Browns Range Airport,S18.53.73',E128.56.52',-18.88333333,128.9333333,Private,,,,,,,,,No,https://www.getmetar.com/YBNR
87,87,AU,YBYI,Bruny Island Airport,S43.14.10',E147.22.78',-43.23333333,147.3666667,Private,,,,,,,,,No,https://www.getmetar.com/YBYI
88,88,AU,YBUN,Bunbury Airport,S33.22.68',E115.40.62',-33.36666667,115.6666667, Public,,,,,,,,,No,https://www.getmetar.com/YBUN
89,89,AU,YBUD,Bundaberg Airport,S24.54.23',E152.19.12',-24.9,152.31666669999996, Public,5030 x 98feet,Hard,3701 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBUD
90,90,AU,YBKT,Burketown Airport,S17.44.92',E139.32.07',-17.73333333,139.5333333, Public,4501 x 150feet,Hard,2484 x 90feet,Unknown,,,,,Yes,https://www.getmetar.com/YBKT
91,91,AU,YBLN,Busselton Airport,S33.41.23',E115.24.02',-33.68333333,115.4, Public,5906 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBLN
92,92,AU,YCAB,Caboolture Airport,S27.4.60',E152.59.20',-27.06666667,152.9833333,Private,,,,,,,,,No,https://www.getmetar.com/YCAB
93,93,AU,YCDH,Cadney Homestead Airport,S27.54.40',E134.3.35',-27.9,134.05,Private,,,,,,,,,No,https://www.getmetar.com/YCDH
94,94,AU,YCAG,Caiguna Airport,S32.16.80',E125.28.70',-32.26666667,125.46666670000002, Public,,,,,,,,,No,https://www.getmetar.com/YCAG
95,95,AU,YBCS,Cairns Cairns International Airport,S16.53.15',E145.45.32',-16.88333333,145.75, Public,10489 x 148feet,Hard,3035 x 60feet,Unknown,,,,,Yes,https://www.getmetar.com/YBCS
96,96,AU,YCAA,Calga Airport,S33.24.00',E151.13.00',-33.4,151.2166667,Private,,,,,,,,,No,https://www.getmetar.com/YCAA
97,97,AU,YCDR,Caloundra Airport,S26.48.10',E153.6.30',-26.8,153.1, Public,,,,,,,,,No,https://www.getmetar.com/YCDR
98,98,AU,YCVG,Calvin Grove Airport,S34.41.80',E138.34.70',-34.68333333,138.56666669999998,Private,,,,,,,,,No,https://www.getmetar.com/YCVG
99,99,AU,YCBG,Cambridge Airport,S42.49.60',E147.28.48',-42.81666667,147.4666667, Public,,,,,,,,,No,https://www.getmetar.com/YCBG
100,100,AU,YSCN,Camden Airport,S34.2.42',E150.41.20',-34.03333333,150.68333330000004, Public,4804 x 98feet,Hard,2372 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YSCN
101,101,AU,YCMH,Camden Haven Airport,S31.39.90',E152.44.50',-31.65,152.7333333,Private,,,,,,,,,No,https://www.getmetar.com/YCMH
102,102,AU,YCMW,Camooweal Airport,S19.54.70',E138.7.50',-19.9,138.1166667, Public,4062 x 59feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCMW
103,103,AU,YSCB,Canberra Airport,S35.18.42',E149.11.70',-35.3,149.18333330000004, Public,10771 x 148feet,Hard,5508 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/YSCB
104,104,AU,YCLQ,Cape Leveque Airport,S16.24.03',E122.55.88',-16.4,122.9166667, Public,3675 x 82feet,Unknown,,,,,,,No,https://www.getmetar.com/YCLQ
105,105,AU,YCPR,Cape Preston Airport,S20.58.63',E116.16.50',-20.96666667,116.26666670000002,Private,,,,,,,,,No,https://www.getmetar.com/YCPR
106,106,AU,YCEL,Capella Airport,S23.6.00',E148.0.00',-23.1,148.0,Private,,,,,,,,,No,https://www.getmetar.com/YCEL
107,107,AU,YCAR,Carnarvon Airport,S24.52.83',E113.40.33',-24.86666667,113.6666667, Public,5509 x 98feet,Hard,3740 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCAR
108,108,AU,YSCD,Carosue Dam Airport,S30.10.42',E122.19.33',-30.16666667,122.3166667,Private,,,,,,,,,No,https://www.getmetar.com/YSCD
109,109,AU,YCPT,Carrapateena Airport,S31.18.50',E137.26.60',-31.3,137.43333330000002, Public,,,,,,,,,No,https://www.getmetar.com/YCPT
110,110,AU,YCAS,Casino Airport,S28.53.00',E153.4.00',-28.88333333,153.06666669999996, Public,3609 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCAS
111,111,AU,YBTN,Casterton Airport,S37.36.80',E141.21.70',-37.6,141.35,Private,,,,,,,,,No,https://www.getmetar.com/YBTN
112,112,AU,YCTN,Casterton Airport,S37.36.80',E141.21.70',-37.6,141.35,Private,,,,,,,,,No,https://www.getmetar.com/YCTN
113,113,AU,YCDU,Ceduna Airport,S32.7.83',E133.42.58',-32.11666667,133.7, Public,5709 x 98feet,Hard,3327 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCDU
114,114,AU,YCNY,Century Mine Airport,S18.45.20',E138.42.40',-18.75,138.7, Public,5734 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCNY
115,115,AU,YCES,Ceres Airport,S38.8.77',E144.15.70',-38.13333333,144.25,Private,,,,,,,,,No,https://www.getmetar.com/YCES
116,116,AU,YCNK,Cessnock Airport,S32.47.25',E151.20.50',-32.78333333,151.33333330000005, Public,3600 x 60feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCNK
117,117,AU,YBCV,Charleville Airport,S26.24.80',E146.15.75',-26.4,146.25, Public,5000 x 98feet,Hard,3501 x 75feet,Unknown,,,,,Yes,https://www.getmetar.com/YBCV
118,118,AU,YCHT,Charters Towers Airport,S20.2.58',E146.16.38',-20.03333333,146.2666667, Public,5699 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCHT
119,119,AU,YCGO,Chillagoe Airport,S17.8.45',E144.31.70',-17.13333333,144.5166667, Public,3219 x 59feet,Hard,,,,,,,No,https://www.getmetar.com/YCGO
120,120,AU,YCCA,Chinchilla Airport,S26.46.17',E150.37.00',-26.76666667,150.6166667, Public,3497 x 59feet,Hard,,,,,,,No,https://www.getmetar.com/YCCA
121,121,AU,YCHK,Christmas Creek Airport,S22.21.35',E119.38.55',-22.35,119.6333333, Public,,,,,,,,,No,https://www.getmetar.com/YCHK
122,122,AU,YCKL,Clackline Airport,S31.41.00',E116.34.00',-31.68333333,116.5666667,Private,,,,,,,,,No,https://www.getmetar.com/YCKL
123,123,AU,YCVA,Clare Valley Airport,S33.42.50',E138.35.00',-33.7,138.58333330000002, Public,,,,,,,,,No,https://www.getmetar.com/YCVA
124,124,AU,YCMT,Clermont Airport,S22.46.38',E147.37.23',-22.76666667,147.6166667, Public,4301 x 98feet,Hard,3504 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCMT
125,125,AU,YCEE,Cleve Airport,S33.42.58',E136.30.28',-33.7,136.5, Public,4429 x 59feet,Hard,2936 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YCEE
126,126,AU,YCVD,Cleveden Airport,S35.9.80',E148.12.70',-35.15,148.2,Private,,,,,,,,,No,https://www.getmetar.com/YCVD
127,127,AU,YCFN,Clifton Airport,S27.55.66',E151.50.85',-27.91666667,151.83333330000005,Private,,,,,,,,,No,https://www.getmetar.com/YCFN
128,128,AU,YCCY,Cloncurry Airport,S20.40.12',E140.30.27',-20.66666667,140.5, Public,6562 x 98feet,Hard,3796 x 60feet,Unknown,,,,,Yes,https://www.getmetar.com/YCCY
129,129,AU,YUNY,Cluny Airport,S24.30.68',E139.37.03',-24.5,139.6166667, Public,,,,,,,,,No,https://www.getmetar.com/YUNY
130,130,AU,YCBA,Cobar Airport,S31.32.30',E145.47.63',-31.53333333,145.7833333, Public,4984 x 98feet,Hard,4006 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCBA
131,131,AU,YCDE,Cobden Airport,S38.19.60',E143.3.40',-38.31666667,143.05,Private,,,,,,,,,No,https://www.getmetar.com/YCDE
132,132,AU,YCTI,Cockatoo Island Airport,S16.5.75',E123.36.68',-16.08333333,123.6,Private,,,,,,,,,No,https://www.getmetar.com/YCTI
133,133,AU,YCCT,Coconut Island Airport,S10.3.00',E143.4.00',-10.05,143.06666669999996,Private,,,,,,,,,No,https://www.getmetar.com/YCCT
134,134,AU,YCOE,Coen Airport,S13.45.72',E143.7.00',-13.75,143.1166667, Public,3967 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCOE
135,135,AU,YCOF,Coffin Bay Airport,S34.35.34',E135.30.30',-34.58333333,135.5,Private,,,,,,,,,No,https://www.getmetar.com/YCOF
136,136,AU,YCFS,Coffs Harbour Airport,S30.19.23',E153.6.98',-30.31666667,153.1, Public,6824 x 148feet,Hard,2785 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YCFS
137,137,AU,YCOH,Cohuna Airport,S35.49.62',E144.12.83',-35.81666667,144.2,Private,,,,,,,,,No,https://www.getmetar.com/YCOH
138,138,AU,YOLA,Colac Airport,S38.17.18',E143.40.78',-38.28333333,143.66666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YOLA
139,139,AU,YCEM,Coldstream Airport,S37.43.70',E145.24.50',-37.71666667,145.4,Private,,,,,,,,,No,https://www.getmetar.com/YCEM
140,140,AU,YCSV,Colinsville Airport,S20.35.80',E147.51.60',-20.58333333,147.85, Public,,,,,,,,,No,https://www.getmetar.com/YCSV
141,141,AU,YCBR,Collarenebri Airport,S29.31.30',E148.34.90',-29.51666667,148.56666669999996, Public,,,,,,,,,No,https://www.getmetar.com/YCBR
142,142,AU,YCDO,Condobolin Airport,S33.3.87',E147.12.55',-33.05,147.2, Public,4501 x 98feet,Hard,3947 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCDO
143,143,AU,YCBP,Coober Pedy Airport,S29.2.40',E134.43.25',-29.03333333,134.7166667, Public,4685 x 98feet,Hard,2720 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCBP
144,144,AU,YCOO,Cooinda Airport,S12.54.20',E132.31.90',-12.9,132.5166667,Private,,,,,,,,,No,https://www.getmetar.com/YCOO
145,145,AU,YCKN,Cooktown Airport,S15.26.68',E145.11.07',-15.43333333,145.18333330000004, Public,5335 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCKN
146,146,AU,YCAH,Coolah Airport,S31.46.40',E149.36.57',-31.76666667,149.6, Public,,,,,,,,,No,https://www.getmetar.com/YCAH
147,147,AU,YCTA,Coolatai Airport,S29.8.65',E150.43.48',-29.13333333,150.7166667,Private,,,,,,,,,No,https://www.getmetar.com/YCTA
148,148,AU,YCXA,Cooloola Cove Airpark Airport,S25.58.50',E153.0.20',-25.96666667,153.0,Private,,,,,,,,,No,https://www.getmetar.com/YCXA
149,149,AU,YBCM,Coominya Airport,S27.23.50',E152.27.70',-27.38333333,152.45,Private,,,,,,,,,No,https://www.getmetar.com/YBCM
150,150,AU,YCBB,Coonabarabran Airport,S31.19.95',E149.16.03',-31.31666667,149.2666667, Public,4987 x 98feet,Hard,2129 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCBB
151,151,AU,YCNM,Coonamble Airport,S30.59.00',E148.22.53',-30.98333333,148.3666667, Public,5010 x 98feet,Hard,1903 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCNM
152,152,AU,YCWA,Coondewanna Airport,S22.58.00',E118.48.80',-22.96666667,118.8, Public,6398 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCWA
153,153,AU,YCTM,Cootamundra Airport,S34.37.47',E148.2.15',-34.61666667,148.0333333, Public,4682 x 60feet,Hard,2805 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCTM
154,154,AU,YCOR,Corowa Airport,S35.59.42',E146.21.08',-35.98333333,146.35, Public,5994 x 148feet,Hard,5000 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YCOR
155,155,AU,YCRG,Corryong Airport,S36.10.97',E147.53.27',-36.16666667,147.8833333, Public,4596 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCRG
156,156,AU,YCWL,Cowell Airport,S33.40.00',E136.53.50',-33.66666667,136.8833333, Public,,,,,,,,,No,https://www.getmetar.com/YCWL
157,157,AU,YCWS,Cowes Airport,S38.31.00',E145.13.00',-38.51666667,145.2166667,Private,,,,,,,,,No,https://www.getmetar.com/YCWS
158,158,AU,YCWR,Cowra Airport,S33.50.68',E148.38.93',-33.83333333,148.6333333, Public,5348 x 98feet,Hard,3825 x 60feet,Unknown,,,,,Yes,https://www.getmetar.com/YCWR
159,159,AU,YCRN,Cranbourn Airport,S41.9.70',E147.0.90',-41.15,147.0,Private,,,,,,,,,No,https://www.getmetar.com/YCRN
160,160,AU,YCKI,Croker Island Airport,S11.9.92',E132.29.03',-11.15,132.4833333, Public,,,,,,,,,No,https://www.getmetar.com/YCKI
161,161,AU,YCRL,Crookwell Airport,S34.30.00',E149.27.00',-34.5,149.45, Public,,,,,,,,,No,https://www.getmetar.com/YCRL
162,162,AU,YCRY,Croydon Airport,S18.13.10',E142.15.20',-18.21666667,142.25, Public,,,,,,,,,No,https://www.getmetar.com/YCRY
163,163,AU,YCUA,Cudal Airport,S33.16.67',E148.45.78',-33.26666667,148.75, Public,4445 x 59feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCUA
164,164,AU,YCUE,Cue Airport,S27.26.80',E117.55.12',-27.43333333,117.9166667, Public,,,,,,,,,No,https://www.getmetar.com/YCUE
165,165,AU,YCUS,Cummins Airport,S34.12.50',E135.38.50',-34.2,135.6333333, Public,4124 x 59feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCUS
166,166,AU,YCMM,Cummins Town Airport,S34.15.20',E135.42.80',-34.25,135.7, Public,,,,,,,,,No,https://www.getmetar.com/YCMM
167,167,AU,YCUN,Cunderdin Airport,S31.37.33',E117.13.00',-31.61666667,117.21666670000002, Public,6089 x 148feet,Hard,4997 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/YCUN
168,168,AU,YCMU,Cunnamulla Airport,S28.1.80',E145.37.33',-28.01666667,145.6166667, Public,5686 x 98feet,Hard,2999 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YCMU
169,169,AU,YCIN,Curtin Airport,S17.34.88',E123.49.70',-17.56666667,123.8166667,Military,10010 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/YCIN
170,170,AU,YDAY,Dalby Airport,S27.9.30',E151.16.00',-27.15,151.2666667, Public,4160 x 75feet,Hard,,,,,,,Yes,https://www.getmetar.com/YDAY
171,171,AU,YDGA,Dalgaranga Mine Airport,S27.49.78',E117.18.98',-27.81666667,117.3, Public,,,,,,,,,No,https://www.getmetar.com/YDGA
172,172,AU,YDAL,Dallas Airport,S34.34.30',E146.11.60',-34.56666667,146.18333330000004, Public,,,,,,,,,No,https://www.getmetar.com/YDAL
173,173,AU,YDLO,Darlot Airport,S27.52.42',E121.16.30',-27.86666667,121.26666670000002,Private,6506 x 98feet,Soft,,,,,,,No,https://www.getmetar.com/YDLO
174,174,AU,YDNI,Darnley Island Airport,S9.34.73',E143.46.82',-9.566666667,143.7666667,Private,,,,,,,,,No,https://www.getmetar.com/YDNI
175,175,AU,YPDN,Darwin Airport,S12.24.88',E130.52.60',-12.4,130.86666670000002, Public,11004 x 197feet,Hard,5000 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YPDN
176,176,AU,YDPD,Davenport Downs Airport,S24.8.70',E141.6.70',-24.13333333,141.1, Public,,,,,,,,,No,https://www.getmetar.com/YDPD
177,177,AU,YDGU,Degrussa Airport,S25.33.45',E119.17.25',-25.55,119.28333329999998, Public,,,,,,,,,No,https://www.getmetar.com/YDGU
178,178,AU,YDWF,Delamere Range Facility Airport,S15.44.82',E131.55.17',-15.73333333,131.9166667,Military,,,,,,,,,No,https://www.getmetar.com/YDWF
179,179,AU,YDLV,Delissaville Airport,S12.33.10',E130.41.20',-12.55,130.6833333,Private,,,,,,,,,No,https://www.getmetar.com/YDLV
180,180,AU,YDLT,Delta Downs Airport,S16.59.50',E141.19.00',-16.98333333,141.31666669999996, Public,,,,,,,,,No,https://www.getmetar.com/YDLT
181,181,AU,YDLQ,Deniliquin Airport,S35.33.57',E144.56.78',-35.55,144.93333330000004, Public,4879 x 98feet,Hard,3999 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YDLQ
182,182,AU,YDEK,Denmark Airport,S34.56.80',E117.23.80',-34.93333333,117.3833333,Private,,,,,,,,,No,https://www.getmetar.com/YDEK
183,183,AU,YDBY,Derby Airport,S17.22.20',E123.39.63',-17.36666667,123.65, Public,5696 x 98feet,Hard,3799 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YDBY
184,184,AU,YDPO,Devonport Airport,S41.10.18',E146.25.82',-41.16666667,146.41666669999995, Public,6030 x 148feet,Hard,2887 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YDPO
185,185,AU,YDBI,Dirranbandi Airport,S28.35.50',E148.13.00',-28.58333333,148.2166667, Public,3993 x 60feet,Hard,,,,,,,Yes,https://www.getmetar.com/YDBI
